Goal,Optimal_Actions,LLM_Optimal_Actions,Vital_Action_Predicates,Vital_Objects,Time_Limit_Exceeded,Error,Tree_Expanded_Number,Traversed_Number,Exploration_Number,Planning_Time_Total,Current_Cost,Action_Number,Recorded_Action_List,Tick_Time
IsPlugged_mouse & IsOpen_microwave,"['Walk_microwave', 'Open_microwave', 'Walk_mouse', 'PlugIn_mouse']","['Walk_mouse', 'RightGrab_mouse', 'Walk_microwave', 'Open_microwave', 'PlugIn_microwave']","['Walk', 'Open', 'PlugIn']","['microwave', 'mouse']",False,False,126,243,126,0.02862715721130371,41,4,"['Walk(microwave)', 'Open(microwave)', 'Walk(mouse)', 'PlugIn(mouse)']",571
IsPlugged_mouse & IsSwitchedOn_microwave,"['Walk_microwave', 'PlugIn_microwave', 'SwitchOn_microwave', 'Walk_mouse', 'PlugIn_mouse']","['Walk_mouse', 'RightGrab_mouse', 'Walk_microwave', 'SwitchOn_microwave', 'PlugIn_microwave']","['Walk', 'PlugIn', 'SwitchOn']","['microwave', 'mouse']",False,False,381,645,381,0.1265108585357666,54,5,"['Walk(mouse)', 'PlugIn(mouse)', 'Walk(microwave)', 'PlugIn(microwave)', 'SwitchOn(microwave)']",3144
IsSwitchedOn_microwave & IsClean_garbagecan,"['Walk_microwave', 'PlugIn_microwave', 'SwitchOn_microwave', 'Walk_rag', 'RightGrab_rag', 'Walk_garbagecan', 'Wipe_garbagecan']","['Walk_microwave', 'SwitchOn_microwave', 'Walk_garbagecan', 'RightGrab_rag', 'Walk_fridge', 'Open_fridge', 'PlugIn_fridge', 'RightPutIn_rag_fridge']","['Walk', 'PlugIn', 'SwitchOn', 'RightGrab', 'Wipe']","['microwave', 'rag', 'garbagecan']",False,False,622,1133,622,0.265352725982666,75,7,"['Walk(rag)', 'RightGrab(rag)', 'Walk(garbagecan)', 'Wipe(garbagecan)', 'Walk(microwave)', 'PlugIn(microwave)', 'SwitchOn(microwave)']",9580
IsPlugged_microwave & IsPlugged_microwave,"['Walk_microwave', 'PlugIn_microwave']","['Walk_microwave', 'RightGrab_microwave', 'PlugIn_microwave']","['Walk', 'PlugIn']",['microwave'],False,False,3,3,3,0.0006170272827148438,23,2,"['Walk(microwave)', 'PlugIn(microwave)']",32
IsOn_wine_kitchencabinet & IsIn_wine_garbagecan,"['Walk_wine', 'LeftGrab_wine', 'RightGrab_wine', 'Walk_kitchencabinet', 'LeftPut_wine_kitchencabinet', 'Walk_garbagecan', 'RightPutIn_wine_garbagecan']","['Walk_wine', 'RightGrab_wine', 'Walk_kitchencabinet', 'RightPut_wine_kitchencabinet', 'Walk_garbagecan', 'RightPutIn_wine_garbagecan']","['Walk', 'LeftGrab', 'RightGrab', 'LeftPut', 'RightPutIn']","['wine', 'kitchencabinet', 'garbagecan']",False,True,9,9,9,0.0012753009796142578,0,0,[],15
IsSwitchedOn_faucet & IsOpen_window & IsSwitchedOn_tv,"['Walk_faucet', 'SwitchOn_faucet', 'Walk_window', 'Open_window', 'Walk_tv', 'PlugIn_tv', 'SwitchOn_tv']","['Walk_faucet', 'SwitchOn_faucet', 'Walk_window', 'Open_window', 'Walk_tv', 'SwitchOn_tv']","['Walk', 'SwitchOn', 'Open', 'PlugIn']","['faucet', 'window', 'tv']",False,False,1008,1481,1008,0.5334367752075195,72,7,"['Walk(faucet)', 'SwitchOn(faucet)', 'Walk(window)', 'Open(window)', 'Walk(tv)', 'PlugIn(tv)', 'SwitchOn(tv)']",12108
IsIn_wine_kitchencabinet & IsClose_kitchencabinet & IsPlugged_microwave,"['Walk_wine', 'RightGrab_wine', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'RightPutIn_wine_kitchencabinet', 'Close_kitchencabinet', 'Walk_microwave', 'PlugIn_microwave']","['Walk_wine', 'RightGrab_wine', 'Walk_kitchencabinet', 'RightPutIn_wine_kitchencabinet', 'Close_kitchencabinet', 'Walk_microwave', 'PlugIn_microwave']","['Walk', 'RightGrab', 'Open', 'RightPutIn', 'Close', 'PlugIn']","['wine', 'kitchencabinet', 'microwave']",False,False,589,984,589,0.2647817134857178,74,8,"['Walk(microwave)', 'PlugIn(microwave)', 'Walk(wine)', 'RightGrab(wine)', 'Walk(kitchencabinet)', 'Open(kitchencabinet)', 'RightPutIn(wine,kitchencabinet)', 'Close(kitchencabinet)']",8175
IsOpen_fridge & IsNear_self_cutlets & IsClean_plate,"['Walk_rag', 'RightGrab_rag', 'Walk_fridge', 'Open_fridge', 'Walk_plate', 'Wipe_plate', 'Walk_cutlets']","['Walk_fridge', 'Open_fridge', 'Walk_cutlets', 'RightGrab_cutlets', 'Walk_plate', 'RightGrab_plate']","['Walk', 'RightGrab', 'Open', 'Wipe']","['rag', 'fridge', 'plate', 'cutlets']",False,False,157,250,157,0.037405967712402344,77,7,"['Walk(rag)', 'RightGrab(rag)', 'Walk(plate)', 'Wipe(plate)', 'Walk(fridge)', 'Open(fridge)', 'Walk(cutlets)']",3199
IsSwitchedOn_tv & IsNear_self_cutlets & IsPlugged_microwave,"['Walk_tv', 'PlugIn_tv', 'SwitchOn_tv', 'Walk_microwave', 'PlugIn_microwave', 'Walk_cutlets']","['Walk_tv', 'RightSwitchOn_tv', 'Walk_cutlets', 'RightGrab_cutlets', 'Walk_microwave', 'RightPlugIn_microwave']","['Walk', 'PlugIn', 'SwitchOn']","['tv', 'microwave', 'cutlets']",False,False,213,328,213,0.06099414825439453,69,6,"['Walk(tv)', 'PlugIn(tv)', 'SwitchOn(tv)', 'Walk(microwave)', 'PlugIn(microwave)', 'Walk(cutlets)']",3525
IsClean_tv & IsClean_window & IsPlugged_mouse,"['Walk_rag', 'RightGrab_rag', 'Walk_mouse', 'PlugIn_mouse', 'Walk_window', 'Wipe_window', 'Walk_tv', 'Wipe_tv']","['Walk_rag', 'RightGrab_rag', 'Walk_tv', 'Wipe_tv', 'Walk_window', 'Wipe_window', 'Walk_mouse', 'RightGrab_mouse', 'Walk_socket', 'PlugIn_mouse']","['Walk', 'RightGrab', 'PlugIn', 'Wipe']","['rag', 'mouse', 'window', 'tv']",False,False,1420,1871,1420,0.8221700191497803,91,8,"['Walk(rag)', 'RightGrab(rag)', 'Walk(tv)', 'Wipe(tv)', 'Walk(mouse)', 'PlugIn(mouse)', 'Walk(window)', 'Wipe(window)']",17487
IsOn_cutlets_kitchentable & IsSwitchedOn_faucet,"['Walk_cutlets', 'LeftGrab_cutlets', 'Walk_kitchentable', 'LeftPut_cutlets_kitchentable', 'Walk_faucet', 'SwitchOn_faucet']","['Walk_cutlets', 'RightGrab_cutlets', 'Walk_kitchentable', 'RightPut_cutlets_kitchentable', 'Walk_faucet', 'SwitchOn_faucet']","['Walk', 'LeftGrab', 'LeftPut', 'SwitchOn']","['cutlets', 'kitchentable', 'faucet']",False,False,190,249,190,0.04881453514099121,64,6,"['Walk(faucet)', 'SwitchOn(faucet)', 'Walk(cutlets)', 'RightGrab(cutlets)', 'Walk(kitchentable)', 'RightPut(cutlets,kitchentable)']",2555
IsOn_rag_bed & IsPlugged_fridge & IsPlugged_tv,"['Walk_rag', 'RightGrab_rag', 'Walk_fridge', 'PlugIn_fridge', 'Walk_tv', 'PlugIn_tv', 'Walk_bed', 'RightPut_rag_bed']","['Walk_rag', 'RightGrab_rag', 'Walk_bed', 'RightPut_rag_bed', 'Walk_fridge', 'SwitchOn_fridge', 'Walk_tv', 'PlugIn_tv']","['Walk', 'RightGrab', 'PlugIn', 'RightPut']","['rag', 'fridge', 'tv', 'bed']",False,False,1236,1743,1236,0.7176549434661865,87,8,"['Walk(rag)', 'RightGrab(rag)', 'Walk(tv)', 'PlugIn(tv)', 'Walk(fridge)', 'PlugIn(fridge)', 'Walk(bed)', 'RightPut(rag,bed)']",16037
IsClean_kitchentable & IsClean_plate,"['Walk_rag', 'RightGrab_rag', 'Walk_plate', 'Wipe_plate', 'Walk_kitchentable', 'Wipe_kitchentable']","['Walk_plate', 'RightGrab_plate', 'Walk_kitchentable', 'RightPut_plate_kitchentable']","['Walk', 'RightGrab', 'Wipe']","['rag', 'plate', 'kitchentable']",False,False,226,361,226,0.04695391654968262,68,6,"['Walk(rag)', 'RightGrab(rag)', 'Walk(kitchentable)', 'Wipe(kitchentable)', 'Walk(plate)', 'Wipe(plate)']",2712
IsPlugged_mouse & IsPlugged_microwave,"['Walk_microwave', 'PlugIn_microwave', 'Walk_mouse', 'PlugIn_mouse']","['Walk_mouse', 'RightGrab_mouse', 'Walk_microwave', 'PlugIn_microwave']","['Walk', 'PlugIn']","['microwave', 'mouse']",False,False,86,165,86,0.018266677856445312,46,4,"['Walk(mouse)', 'PlugIn(mouse)', 'Walk(microwave)', 'PlugIn(microwave)']",501
IsIn_cutlets_kitchencabinet & IsClose_kitchencabinet & IsOpen_window,"['Walk_cutlets', 'RightGrab_cutlets', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'RightPutIn_cutlets_kitchencabinet', 'Close_kitchencabinet', 'Walk_window', 'Open_window']","['Walk_cutlets', 'RightGrab_cutlets', 'Walk_kitchencabinet', 'RightPutIn_cutlets_kitchencabinet', 'Close_kitchencabinet', 'Walk_window', 'Open_window']","['Walk', 'RightGrab', 'Open', 'RightPutIn', 'Close']","['cutlets', 'kitchencabinet', 'window']",False,False,485,963,485,0.25885462760925293,69,8,"['Walk(window)', 'Open(window)', 'Walk(cutlets)', 'RightGrab(cutlets)', 'Walk(kitchencabinet)', 'Open(kitchencabinet)', 'RightPutIn(cutlets,kitchencabinet)', 'Close(kitchencabinet)']",7185
IsClean_microwave & IsSwitchedOn_candle & IsPlugged_mouse,"['Walk_rag', 'RightGrab_rag', 'Walk_candle', 'SwitchOn_candle', 'Walk_mouse', 'PlugIn_mouse', 'Walk_microwave', 'Wipe_microwave']","['Walk_microwave', 'RightGrab_microwave', 'Walk_candle', 'SwitchOn_candle', 'Walk_mouse', 'RightGrab_mouse', 'PlugIn_mouse']","['Walk', 'RightGrab', 'SwitchOn', 'PlugIn', 'Wipe']","['rag', 'candle', 'mouse', 'microwave']",False,False,1266,1615,1266,0.6813278198242188,90,8,"['Walk(rag)', 'RightGrab(rag)', 'Walk(candle)', 'SwitchOn(candle)', 'Walk(microwave)', 'Wipe(microwave)', 'Walk(mouse)', 'PlugIn(mouse)']",16011
IsCut_cutlets & IsOpen_kitchencabinet,"['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_cutlets', 'LeftGrab_cutlets', 'Cut_cutlets']","['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'RightPut_cutlets_kitchencabinet']","['Walk', 'RightGrab', 'Open', 'LeftGrab', 'Cut']","['kitchenknife', 'kitchencabinet', 'cutlets']",False,True,47,47,47,0.008763551712036133,0,0,[],6
IsOpen_kitchencabinet & IsSwitchedOn_faucet,"['Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_faucet', 'SwitchOn_faucet']","['Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_faucet', 'SwitchOn_faucet']","['Walk', 'Open', 'SwitchOn']","['kitchencabinet', 'faucet']",False,False,98,151,98,0.02011847496032715,41,4,"['Walk(faucet)', 'SwitchOn(faucet)', 'Walk(kitchencabinet)', 'Open(kitchencabinet)']",711
IsOpen_window & IsCut_cutlets,"['Walk_window', 'Open_window', 'Walk_cutlets', 'LeftGrab_cutlets', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Cut_cutlets']","['Walk_rag', 'RightGrab_rag', 'Walk_window', 'Wipe_window', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_cutlets', 'LeftGrab_cutlets', 'Cut_cutlets']","['Walk', 'Open', 'LeftGrab', 'RightGrab', 'Cut']","['window', 'cutlets', 'kitchenknife']",False,True,87,87,87,0.019079208374023438,0,0,[],6
IsNear_self_fridge & IsOpen_window & IsClean_kitchencabinet,"['Walk_window', 'Open_window', 'Walk_rag', 'RightGrab_rag', 'Walk_kitchencabinet', 'Wipe_kitchencabinet', 'Walk_fridge']","['Walk_fridge', 'RightGrab_fridge', 'Walk_window', 'Open_window', 'Walk_kitchencabinet', 'RightGrab_kitchencabinet']","['Walk', 'Open', 'RightGrab', 'Wipe']","['window', 'rag', 'kitchencabinet', 'fridge']",False,False,163,250,163,0.037732601165771484,77,7,"['Walk(rag)', 'RightGrab(rag)', 'Walk(window)', 'Open(window)', 'Walk(kitchencabinet)', 'Wipe(kitchencabinet)', 'Walk(fridge)']",3336
IsPlugged_microwave & IsOpen_microwave & IsNear_self_tv,"['Walk_microwave', 'Open_microwave', 'PlugIn_microwave', 'Walk_tv']","['Walk_microwave', 'RightGrab_microwave', 'PlugIn_microwave', 'Open_microwave', 'Walk_tv']","['Walk', 'Open', 'PlugIn']","['microwave', 'tv']",False,False,13,90,13,0.006088733673095703,41,4,"['Walk(microwave)', 'PlugIn(microwave)', 'Open(microwave)', 'Walk(tv)']",179
IsSwitchedOn_faucet & IsSwitchedOn_faucet,"['Walk_faucet', 'SwitchOn_faucet']","['Walk_faucet', 'SwitchOn_faucet']","['Walk', 'SwitchOn']",['faucet'],False,False,3,3,3,0.0005643367767333984,23,2,"['Walk(faucet)', 'SwitchOn(faucet)']",32
IsClean_fridge & IsPlugged_tv,"['Walk_rag', 'RightGrab_rag', 'Walk_tv', 'PlugIn_tv', 'Walk_fridge', 'Wipe_fridge']","['Walk_fridge', 'RightGrab_fridge', 'Walk_tv', 'RightGrab_tv', 'PlugIn_tv']","['Walk', 'RightGrab', 'PlugIn', 'Wipe']","['rag', 'tv', 'fridge']",False,False,204,273,204,0.11439299583435059,67,6,"['Walk(rag)', 'RightGrab(rag)', 'Walk(tv)', 'PlugIn(tv)', 'Walk(fridge)', 'Wipe(fridge)']",3266
IsIn_kitchenknife_garbagecan & IsNear_self_kitchenknife & IsSwitchedOn_candle,"['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_candle', 'SwitchOn_candle', 'Walk_garbagecan', 'RightPutIn_kitchenknife_garbagecan', 'Walk_kitchenknife']","['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_garbagecan', 'RightPutIn_kitchenknife_garbagecan', 'Walk_candle', 'SwitchOn_candle']","['Walk', 'RightGrab', 'SwitchOn', 'RightPutIn']","['kitchenknife', 'candle', 'garbagecan']",False,False,191,250,191,0.049146175384521484,83,7,"['Walk(candle)', 'SwitchOn(candle)', 'Walk(kitchenknife)', 'RightGrab(kitchenknife)', 'Walk(garbagecan)', 'RightPutIn(kitchenknife,garbagecan)', 'Walk(kitchenknife)']",3812
IsSwitchedOn_candle & IsOn_cutlets_kitchencabinet,"['Walk_cutlets', 'RightGrab_cutlets', 'Walk_candle', 'SwitchOn_candle', 'Walk_kitchencabinet', 'RightPut_cutlets_kitchencabinet']","['Walk_candle', 'SwitchOn_candle', 'Walk_cutlets', 'RightGrab_cutlets', 'Walk_kitchencabinet', 'RightPut_cutlets_kitchencabinet']","['Walk', 'RightGrab', 'SwitchOn', 'RightPut']","['cutlets', 'candle', 'kitchencabinet']",False,False,190,249,190,0.04830598831176758,64,6,"['Walk(candle)', 'SwitchOn(candle)', 'Walk(cutlets)', 'RightGrab(cutlets)', 'Walk(kitchencabinet)', 'RightPut(cutlets,kitchencabinet)']",2555
IsNear_self_kitchencabinet & IsCut_apple & IsSwitchedOn_candle,"['Walk_candle', 'SwitchOn_candle', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_apple', 'LeftGrab_apple', 'Cut_apple', 'Walk_kitchencabinet']","['Walk_kitchencabinet', 'RightGrab_kitchencabinet', 'Walk_apple', 'RightGrab_apple', 'Walk_candle', 'SwitchOn_candle']","['Walk', 'SwitchOn', 'RightGrab', 'LeftGrab', 'Cut']","['candle', 'kitchenknife', 'apple', 'kitchencabinet']",False,True,88,88,88,0.019347190856933594,0,0,[],6
IsOn_rag_kitchentable & IsNear_self_apple & IsOn_apple_kitchentable,"['Walk_apple', 'RightGrab_apple', 'Walk_rag', 'LeftGrab_rag', 'Walk_kitchentable', 'RightPut_apple_kitchentable', 'LeftPut_rag_kitchentable', 'Walk_apple']","['Walk_rag', 'RightGrab_rag', 'Walk_kitchentable', 'RightPut_rag_kitchentable', 'Walk_apple', 'RightGrab_apple', 'RightPut_apple_kitchentable']","['Walk', 'RightGrab', 'LeftGrab', 'RightPut', 'LeftPut']","['apple', 'rag', 'kitchentable']",False,False,347,352,347,0.09646344184875488,97,9,"['Walk(rag)', 'RightGrab(rag)', 'Walk(kitchentable)', 'RightPut(rag,kitchentable)', 'Walk(apple)', 'RightGrab(apple)', 'Walk(kitchentable)', 'RightPut(apple,kitchentable)', 'Walk(apple)']",8782
IsPlugged_fridge & IsNear_self_kitchentable,"['Walk_fridge', 'PlugIn_fridge', 'Walk_kitchentable']","['Walk_fridge', 'RightGrab_fridge', 'Walk_kitchentable', 'PlugIn_fridge']","['Walk', 'PlugIn']","['fridge', 'kitchentable']",False,False,4,4,4,0.0009441375732421875,38,3,"['Walk(fridge)', 'PlugIn(fridge)', 'Walk(kitchentable)']",57
IsCut_apple & IsOpen_kitchencabinet,"['Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_apple', 'LeftGrab_apple', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Cut_apple']","['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_apple', 'RightGrab_apple', 'Cut_apple']","['Walk', 'Open', 'LeftGrab', 'RightGrab', 'Cut']","['kitchencabinet', 'apple', 'kitchenknife']",False,True,47,47,47,0.008589029312133789,0,0,[],6
IsPlugged_mouse & IsOpen_kitchencabinet,"['Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_mouse', 'PlugIn_mouse']","['Walk_mouse', 'RightGrab_mouse', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'PlugIn_mouse_kitchencabinet']","['Walk', 'Open', 'PlugIn']","['kitchencabinet', 'mouse']",False,False,98,151,98,0.020338058471679688,41,4,"['Walk(mouse)', 'PlugIn(mouse)', 'Walk(kitchencabinet)', 'Open(kitchencabinet)']",711
IsSwitchedOn_candle & IsSwitchedOn_faucet,"['Walk_faucet', 'SwitchOn_faucet', 'Walk_candle', 'SwitchOn_candle']","['Walk_candle', 'SwitchOn_candle', 'Walk_faucet', 'SwitchOn_faucet']","['Walk', 'SwitchOn']","['faucet', 'candle']",False,False,92,177,92,0.018416881561279297,46,4,"['Walk(faucet)', 'SwitchOn(faucet)', 'Walk(candle)', 'SwitchOn(candle)']",536
IsOpen_fridge & IsOpen_window,"['Walk_window', 'Open_window', 'Walk_fridge', 'Open_fridge']","['Walk_fridge', 'Open_fridge', 'Walk_window', 'Open_window']","['Walk', 'Open']","['window', 'fridge']",False,False,86,165,86,0.018440961837768555,36,4,"['Walk(window)', 'Open(window)', 'Walk(fridge)', 'Open(fridge)']",501
IsOpen_kitchencabinet & IsOpen_kitchencabinet & IsClean_mouse,"['Walk_rag', 'RightGrab_rag', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_mouse', 'Wipe_mouse']","['Walk_mouse', 'RightGrab_mouse', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'RightPut_mouse_kitchencabinet']","['Walk', 'RightGrab', 'Open', 'Wipe']","['rag', 'kitchencabinet', 'mouse']",False,False,140,251,140,0.03259682655334473,62,6,"['Walk(rag)', 'RightGrab(rag)', 'Walk(mouse)', 'Wipe(mouse)', 'Walk(kitchencabinet)', 'Open(kitchencabinet)']",1832
IsPlugged_tv & IsOn_plate_bed,"['Walk_tv', 'PlugIn_tv', 'Walk_plate', 'RightGrab_plate', 'Walk_bed', 'RightPut_plate_bed']","['Walk_tv', 'RightGrab_tv', 'Walk_fridge', 'RightGrab_mouse', 'Walk_bed', 'RightPutOn_tv_bed']","['Walk', 'PlugIn', 'RightGrab', 'RightPut']","['tv', 'plate', 'bed']",False,False,190,249,190,0.04897713661193848,64,6,"['Walk(tv)', 'PlugIn(tv)', 'Walk(plate)', 'RightGrab(plate)', 'Walk(bed)', 'RightPut(plate,bed)']",2555
IsCut_cutlets & IsNear_self_mouse,"['Walk_cutlets', 'LeftGrab_cutlets', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_mouse', 'Cut_cutlets']","['Walk_cutlets', 'RightGrab_cutlets', 'Walk_mouse', 'RightGrab_mouse']","['Walk', 'LeftGrab', 'RightGrab', 'Cut']","['cutlets', 'kitchenknife', 'mouse']",False,True,2,2,2,0.00028705596923828125,0,0,[],6
IsClean_fridge & IsOn_rag_kitchencabinet & IsPlugged_mouse,"['Walk_mouse', 'PlugIn_mouse', 'Walk_rag', 'LeftGrab_rag', 'Walk_fridge', 'Wipe_fridge', 'Walk_kitchencabinet', 'LeftPut_rag_kitchencabinet']","['Walk_fridge', 'Open_fridge', 'Walk_rag', 'RightGrab_rag', 'Walk_kitchencabinet', 'RightPut_rag_kitchencabinet', 'Walk_mouse', 'RightGrab_mouse', 'PlugIn_mouse']","['Walk', 'PlugIn', 'LeftGrab', 'Wipe', 'LeftPut']","['mouse', 'rag', 'fridge', 'kitchencabinet']",False,False,1172,1441,1172,0.70674729347229,99,8,"['Walk(mouse)', 'PlugIn(mouse)', 'Walk(rag)', 'LeftGrab(rag)', 'Walk(fridge)', 'Wipe(fridge)', 'Walk(kitchencabinet)', 'LeftPut(rag,kitchencabinet)']",20532
