Goal,Optimal_Actions,LLM_Optimal_Actions,Vital_Action_Predicates,Vital_Objects,Time_Limit_Exceeded,Error,Tree_Expanded_Number,Traversed_Number,Exploration_Number,Planning_Time_Total,Current_Cost,Action_Number,Recorded_Action_List,Tick_Time
IsOn_chicken_stove & IsOn_plate_plate,"['Walk_chicken', 'LeftGrab_chicken', 'Walk_stove', 'LeftPut_chicken_stove', 'Walk_plate', 'RightGrab_plate', 'RightPut_plate_plate']","['Walk_chicken', 'RightGrab_chicken', 'Walk_stove', 'RightPut_chicken_stove', 'Walk_plate', 'RightGrab_plate', 'RightPut_plate_plate']","['Walk', 'LeftGrab', 'LeftPut', 'RightGrab', 'RightPut']","['chicken', 'stove', 'plate']",False,False,17,423,17,0.009182929992675781,67,7,"['Walk(plate)', 'RightGrab(plate)', 'RightPut(plate,plate)', 'Walk(chicken)', 'RightGrab(chicken)', 'Walk(stove)', 'RightPut(chicken,stove)']",319
IsNear_self_chips & IsOpen_stove,"['Walk_stove', 'Open_stove', 'Walk_chips']","['Walk_chips', 'RightGrab_chips', 'Walk_stove']","['Walk', 'Open']","['stove', 'chips']",False,False,4,20,4,0.001583099365234375,33,3,"['Walk(stove)', 'Open(stove)', 'Walk(chips)']",57
IsNear_self_plate & IsOn_cutlets_plate,"['Walk_cutlets', 'LeftGrab_cutlets', 'Walk_plate', 'LeftPut_cutlets_plate']","['Walk_plate', 'RightGrab_plate', 'Walk_cutlets', 'LeftGrab_cutlets', 'RightPut_cutlets_plate']","['Walk', 'LeftGrab', 'LeftPut']","['cutlets', 'plate']",False,False,6,8,6,0.0016472339630126953,41,4,"['Walk(cutlets)', 'RightGrab(cutlets)', 'Walk(plate)', 'RightPut(cutlets,plate)']",78
IsNear_self_faucet & IsSwitchedOn_coffeemaker,"['Walk_coffeemaker', 'SwitchOn_coffeemaker', 'Walk_faucet']","['Walk_faucet', 'SwitchOn_coffeemaker']","['Walk', 'SwitchOn']","['coffeemaker', 'faucet']",False,False,4,4,4,0.0013015270233154297,38,3,"['Walk(coffeemaker)', 'SwitchOn(coffeemaker)', 'Walk(faucet)']",57
IsIn_bananas_stove & IsClose_stove & IsNear_self_faucet,"['Walk_bananas', 'RightGrab_bananas', 'Walk_stove', 'Open_stove', 'RightPutIn_bananas_stove', 'Close_stove', 'Walk_faucet']","['Walk_bananas', 'RightGrab_bananas', 'Walk_stove', 'RightPutIn_bananas_stove', 'Close_stove']","['Walk', 'RightGrab', 'Open', 'RightPutIn', 'Close']","['bananas', 'stove', 'faucet']",False,False,14,1074,14,0.07460927963256836,66,7,"['Walk(bananas)', 'RightGrab(bananas)', 'Walk(stove)', 'Open(stove)', 'RightPutIn(bananas,stove)', 'Close(stove)', 'Walk(faucet)']",355
IsOpen_fridge & IsNear_self_wine,"['Walk_fridge', 'Open_fridge', 'Walk_wine']","['Walk_fridge', 'Open_fridge']","['Walk', 'Open']","['fridge', 'wine']",False,False,4,4,4,0.001560211181640625,33,3,"['Walk(fridge)', 'Open(fridge)', 'Walk(wine)']",57
IsOpen_stove & IsOn_milk_desk & IsNear_self_kitchentable,"['Walk_stove', 'Open_stove', 'Walk_milk', 'LeftGrab_milk', 'Walk_desk', 'LeftPut_milk_desk', 'Walk_kitchentable']","['Walk_kitchentable', 'RightGrab_stove', 'Walk_desk', 'RightGrab_milk', 'Open_stove']","['Walk', 'Open', 'LeftGrab', 'LeftPut']","['stove', 'milk', 'desk', 'kitchentable']",False,False,803,1829,803,0.7308261394500732,74,7,"['Walk(milk)', 'RightGrab(milk)', 'Walk(stove)', 'Open(stove)', 'Walk(desk)', 'RightPut(milk,desk)', 'Walk(kitchentable)']",10300
IsNear_self_faucet & IsOpen_fridge,"['Walk_fridge', 'Open_fridge', 'Walk_faucet']","['Walk_faucet', 'SwitchOn_faucet', 'Walk_fridge', 'Open_fridge']","['Walk', 'Open']","['fridge', 'faucet']",False,False,4,4,4,0.0015726089477539062,33,3,"['Walk(fridge)', 'Open(fridge)', 'Walk(faucet)']",57
IsOn_waterglass_plate & IsSwitchedOn_dishwasher,"['Walk_dishwasher', 'SwitchOn_dishwasher', 'Walk_waterglass', 'LeftGrab_waterglass', 'Walk_plate', 'LeftPut_waterglass_plate']","['Walk_waterglass', 'RightGrab_waterglass', 'Walk_plate', 'RightGrab_plate', 'Walk_dishwasher', 'SwitchOn_dishwasher']","['Walk', 'SwitchOn', 'LeftGrab', 'LeftPut']","['dishwasher', 'waterglass', 'plate']",False,False,12,626,12,0.012543201446533203,64,6,"['Walk(waterglass)', 'RightGrab(waterglass)', 'Walk(plate)', 'RightPut(waterglass,plate)', 'Walk(dishwasher)', 'SwitchOn(dishwasher)']",143
IsOpen_fridge & IsNear_self_cupcake,"['Walk_fridge', 'Open_fridge', 'Walk_cupcake']","['Walk_fridge', 'Open_fridge']","['Walk', 'Open']","['fridge', 'cupcake']",False,False,4,4,4,0.0015749931335449219,33,3,"['Walk(fridge)', 'Open(fridge)', 'Walk(cupcake)']",57
IsNear_self_desk & IsOn_breadslice_cabinet,"['Walk_breadslice', 'LeftGrab_breadslice', 'Walk_cabinet', 'LeftPut_breadslice_cabinet', 'Walk_desk']","['Walk_desk', 'RightGrab_desk', 'Walk_cabinet', 'RightPut_desk_cabinet', 'Walk_breadslice', 'RightGrab_breadslice', 'LeftPut_breadslice_cabinet']","['Walk', 'LeftGrab', 'LeftPut']","['breadslice', 'cabinet', 'desk']",False,False,8,9,8,0.0024335384368896484,56,5,"['Walk(breadslice)', 'RightGrab(breadslice)', 'Walk(cabinet)', 'RightPut(breadslice,cabinet)', 'Walk(desk)']",172
IsOpen_fridge & IsOn_cupcake_nightstand,"['Walk_fridge', 'Open_fridge', 'Walk_cupcake', 'RightGrab_cupcake', 'Walk_nightstand', 'RightPut_cupcake_nightstand']","['Walk_cupcake', 'RightGrab_cupcake', 'Walk_nightstand', 'Open_fridge']","['Walk', 'Open', 'RightGrab', 'RightPut']","['fridge', 'cupcake', 'nightstand']",False,False,237,641,237,0.17014002799987793,59,6,"['Walk(fridge)', 'Open(fridge)', 'Walk(cupcake)', 'RightGrab(cupcake)', 'Walk(nightstand)', 'RightPut(cupcake,nightstand)']",754
IsIn_bananas_fridge & IsClose_fridge & IsNear_self_plate,"['Walk_bananas', 'RightGrab_bananas', 'Walk_fridge', 'Open_fridge', 'RightPutIn_bananas_fridge', 'Close_fridge', 'Walk_plate']","['Walk_bananas', 'RightGrab_bananas', 'Walk_fridge', 'Open_fridge', 'RightPutIn_bananas_fridge', 'Walk_plate']","['Walk', 'RightGrab', 'Open', 'RightPutIn', 'Close']","['bananas', 'fridge', 'plate']",False,False,12,977,12,0.016368865966796875,66,7,"['Walk(bananas)', 'RightGrab(bananas)', 'Walk(fridge)', 'Open(fridge)', 'RightPutIn(bananas,fridge)', 'Close(fridge)', 'Walk(plate)']",294
IsOpen_microwave & IsOpen_cabinet,"['Walk_microwave', 'Open_microwave', 'Walk_cabinet', 'Open_cabinet']","['Walk_microwave', 'Open_microwave', 'Walk_cabinet', 'Open_cabinet']","['Walk', 'Open']","['microwave', 'cabinet']",False,False,8,393,8,0.008480310440063477,36,4,"['Walk(microwave)', 'Open(microwave)', 'Walk(cabinet)', 'Open(cabinet)']",131
IsNear_self_juice & IsOn_book_desk,"['Walk_book', 'LeftGrab_book', 'Walk_desk', 'LeftPut_book_desk', 'Walk_juice']","['Walk_juice', 'RightGrab_juice', 'Walk_desk', 'RightPut_juice_desk', 'Walk_book']","['Walk', 'LeftGrab', 'LeftPut']","['book', 'desk', 'juice']",False,False,8,9,8,0.002096891403198242,56,5,"['Walk(book)', 'RightGrab(book)', 'Walk(desk)', 'RightPut(book,desk)', 'Walk(juice)']",160
IsSwitchedOn_microwave & IsSwitchedOn_tablelamp,"['Walk_microwave', 'SwitchOn_microwave', 'Walk_tablelamp', 'SwitchOn_tablelamp']","['Walk_microwave', 'SwitchOn_microwave', 'Walk_tablelamp', 'SwitchOn_tablelamp']","['Walk', 'SwitchOn']","['microwave', 'tablelamp']",False,False,8,425,8,0.00818181037902832,46,4,"['Walk(tablelamp)', 'SwitchOn(tablelamp)', 'Walk(microwave)', 'SwitchOn(microwave)']",131
IsSwitchedOn_toaster & IsOn_chips_plate,"['Walk_toaster', 'SwitchOn_toaster', 'Walk_chips', 'LeftGrab_chips', 'Walk_plate', 'LeftPut_chips_plate']","['Walk_toaster', 'SwitchOn_toaster', 'Walk_chips', 'RightGrab_chips', 'Walk_plate', 'RightPut_chips_plate']","['Walk', 'SwitchOn', 'LeftGrab', 'LeftPut']","['toaster', 'chips', 'plate']",False,False,13,595,13,0.01267385482788086,64,6,"['Walk(toaster)', 'SwitchOn(toaster)', 'Walk(chips)', 'RightGrab(chips)', 'Walk(plate)', 'RightPut(chips,plate)']",249
IsOpen_stove & IsOn_milk_stove,"['Walk_milk', 'RightGrab_milk', 'Walk_stove', 'Open_stove', 'RightPut_milk_stove']","['Walk_stove', 'Open_stove']","['Walk', 'RightGrab', 'Open', 'RightPut']","['milk', 'stove']",False,False,811,941,811,0.5787453651428223,44,5,"['Walk(milk)', 'RightGrab(milk)', 'Walk(stove)', 'RightPut(milk,stove)', 'Open(stove)']",3829
IsOpen_cabinet & IsOn_dishbowl_plate & IsNear_self_cabinet,"['Walk_dishbowl', 'RightGrab_dishbowl', 'Walk_plate', 'RightPut_dishbowl_plate', 'Walk_cabinet', 'Open_cabinet']","['Walk_cabinet', 'Open_cabinet', 'Walk_dishbowl', 'RightGrab_dishbowl', 'Walk_plate', 'LeftGrab_plate']","['Walk', 'RightGrab', 'RightPut', 'Open']","['dishbowl', 'plate', 'cabinet']",False,False,13,595,13,0.012942314147949219,59,6,"['Walk(dishbowl)', 'RightGrab(dishbowl)', 'Walk(plate)', 'RightPut(dishbowl,plate)', 'Walk(cabinet)', 'Open(cabinet)']",150
IsNear_self_desk & IsIn_cupcake_dishwasher & IsClose_dishwasher,"['Walk_cupcake', 'RightGrab_cupcake', 'Walk_dishwasher', 'Open_dishwasher', 'RightPutIn_cupcake_dishwasher', 'Close_dishwasher', 'Walk_desk']","['Walk_desk', 'RightGrab_cupcake', 'Walk_dishwasher', 'Open_dishwasher', 'RightPutIn_cupcake_dishwasher', 'Close_dishwasher']","['Walk', 'RightGrab', 'Open', 'RightPutIn', 'Close']","['cupcake', 'dishwasher', 'desk']",False,False,661,1591,661,0.6752429008483887,66,7,"['Walk(cupcake)', 'RightGrab(cupcake)', 'Walk(dishwasher)', 'Open(dishwasher)', 'RightPutIn(cupcake,dishwasher)', 'Close(dishwasher)', 'Walk(desk)']",9285
IsIn_cupcake_stove & IsClose_stove & IsNear_self_dishwasher,"['Walk_cupcake', 'RightGrab_cupcake', 'Walk_stove', 'Open_stove', 'RightPutIn_cupcake_stove', 'Close_stove', 'Walk_dishwasher']","['Walk_cupcake', 'RightGrab_cupcake', 'Walk_stove', 'RightPutIn_cupcake_stove', 'Walk_self', 'Walk_dishwasher']","['Walk', 'RightGrab', 'Open', 'RightPutIn', 'Close']","['cupcake', 'stove', 'dishwasher']",False,False,14,1074,14,0.01898956298828125,66,7,"['Walk(cupcake)', 'RightGrab(cupcake)', 'Walk(stove)', 'Open(stove)', 'RightPutIn(cupcake,stove)', 'Close(stove)', 'Walk(dishwasher)']",355
IsNear_self_cabinet & IsOn_waterglass_kitchentable,"['Walk_waterglass', 'LeftGrab_waterglass', 'Walk_kitchentable', 'LeftPut_waterglass_kitchentable', 'Walk_cabinet']","['Walk_kitchentable', 'RightGrab_waterglass', 'Walk_cabinet', 'RightPut_waterglass_cabinet']","['Walk', 'LeftGrab', 'LeftPut']","['waterglass', 'kitchentable', 'cabinet']",False,False,8,9,8,0.0022687911987304688,56,5,"['Walk(waterglass)', 'RightGrab(waterglass)', 'Walk(kitchentable)', 'RightPut(waterglass,kitchentable)', 'Walk(cabinet)']",154
IsNear_self_stove & IsIn_cutleryknife_fridge & IsClose_fridge,"['Walk_cutleryknife', 'RightGrab_cutleryknife', 'Walk_fridge', 'Open_fridge', 'RightPutIn_cutleryknife_fridge', 'Close_fridge', 'Walk_stove']","['Walk_cutleryknife', 'RightGrab_cutleryknife', 'Walk_fridge', 'Open_fridge', 'RightPutIn_cutleryknife_fridge', 'Walk_stove']","['Walk', 'RightGrab', 'Open', 'RightPutIn', 'Close']","['cutleryknife', 'fridge', 'stove']",False,False,12,977,12,0.016496896743774414,66,7,"['Walk(cutleryknife)', 'RightGrab(cutleryknife)', 'Walk(fridge)', 'Open(fridge)', 'RightPutIn(cutleryknife,fridge)', 'Close(fridge)', 'Walk(stove)']",294
IsSwitchedOn_microwave & IsNear_self_Bench,"['Walk_microwave', 'SwitchOn_microwave', 'Walk_Bench']","['Walk_microwave', 'SwitchOn_microwave']","['Walk', 'SwitchOn']","['microwave', 'Bench']",False,False,4,20,4,0.0014448165893554688,38,3,"['Walk(microwave)', 'SwitchOn(microwave)', 'Walk(Bench)']",57
IsIn_fryingpan_cabinet & IsClose_cabinet & IsNear_self_cabinet,"['Walk_fryingpan', 'RightGrab_fryingpan', 'Walk_cabinet', 'Open_cabinet', 'RightPutIn_fryingpan_cabinet', 'Close_cabinet']","['Walk_fryingpan', 'RightGrab_fryingpan', 'Walk_cabinet', 'RightPut_fryingpan_cabinet', 'Close_cabinet']","['Walk', 'RightGrab', 'Open', 'RightPutIn', 'Close']","['fryingpan', 'cabinet']",False,False,258,1326,258,0.17967700958251953,51,6,"['Walk(fryingpan)', 'RightGrab(fryingpan)', 'Walk(cabinet)', 'Open(cabinet)', 'RightPutIn(fryingpan,cabinet)', 'Close(cabinet)']",617
IsOpen_dishwasher & IsOn_cupcake_bathroomcounter,"['Walk_cupcake', 'RightGrab_cupcake', 'Walk_dishwasher', 'Open_dishwasher', 'Walk_bathroomcounter', 'RightPut_cupcake_bathroomcounter']","['Walk_dishwasher', 'Open_dishwasher', 'Walk_cupcake', 'RightGrab_cupcake', 'Walk_bathroomcounter', 'RightPut_cupcake_bathroomcounter']","['Walk', 'RightGrab', 'Open', 'RightPut']","['cupcake', 'dishwasher', 'bathroomcounter']",False,False,14,740,14,0.01583123207092285,59,6,"['Walk(cupcake)', 'RightGrab(cupcake)', 'Walk(dishwasher)', 'Open(dishwasher)', 'Walk(bathroomcounter)', 'RightPut(cupcake,bathroomcounter)']",277
IsSwitchedOn_faucet & IsOpen_fridge,"['Walk_fridge', 'Open_fridge', 'Walk_faucet', 'SwitchOn_faucet']","['Walk_faucet', 'SwitchOn_faucet', 'Walk_fridge', 'Open_fridge']","['Walk', 'Open', 'SwitchOn']","['fridge', 'faucet']",False,False,8,377,8,0.008464336395263672,41,4,"['Walk(faucet)', 'SwitchOn(faucet)', 'Walk(fridge)', 'Open(fridge)']",131
IsNear_self_fridge & IsOpen_dishwasher,"['Walk_dishwasher', 'Open_dishwasher', 'Walk_fridge']","['Walk_fridge', 'RightGrab_fridge', 'Walk_dishwasher', 'Open_dishwasher']","['Walk', 'Open']","['dishwasher', 'fridge']",False,False,4,4,4,0.0016934871673583984,33,3,"['Walk(dishwasher)', 'Open(dishwasher)', 'Walk(fridge)']",57
IsOpen_stove & IsOpen_cabinet,"['Walk_stove', 'Open_stove', 'Walk_cabinet', 'Open_cabinet']","['Walk_stove', 'Open_stove', 'Walk_cabinet', 'Open_cabinet']","['Walk', 'Open']","['stove', 'cabinet']",False,False,8,425,8,0.009072303771972656,36,4,"['Walk(stove)', 'Open(stove)', 'Walk(cabinet)', 'Open(cabinet)']",131
IsOpen_fridge & IsNear_self_nightstand & IsOn_juice_kitchentable,"['Walk_fridge', 'Open_fridge', 'Walk_juice', 'RightGrab_juice', 'Walk_kitchentable', 'RightPut_juice_kitchentable', 'Walk_nightstand']","['Walk_nightstand', 'RightGrab_fridge', 'Open_fridge', 'Walk_kitchentable', 'RightPut_juice_kitchentable']","['Walk', 'Open', 'RightGrab', 'RightPut']","['fridge', 'juice', 'kitchentable', 'nightstand']",False,False,667,1129,667,0.6047565937042236,74,7,"['Walk(fridge)', 'Open(fridge)', 'Walk(juice)', 'RightGrab(juice)', 'Walk(kitchentable)', 'RightPut(juice,kitchentable)', 'Walk(nightstand)']",9458
IsOpen_microwave & IsOpen_microwave,"['Walk_microwave', 'Open_microwave']","['Walk_microwave', 'Open_microwave']","['Walk', 'Open']",['microwave'],False,False,3,3,3,0.0009534358978271484,18,2,"['Walk(microwave)', 'Open(microwave)']",32
