Goal,Optimal_Actions,LLM_Optimal_Actions,Vital_Action_Predicates,Vital_Objects,Time_Limit_Exceeded,Error,Tree_Expanded_Number,Traversed_Number,Exploration_Number,Planning_Time_Total,Current_Cost,Action_Number,Recorded_Action_List,Tick_Time
IsPlugged_mouse & IsOpen_microwave,"['Walk_microwave', 'Open_microwave', 'Walk_mouse', 'PlugIn_mouse']","['Walk_mouse', 'RightGrab_mouse', 'Walk_microwave', 'Open_microwave', 'PlugIn_microwave']","['Walk', 'Open', 'PlugIn']","['microwave', 'mouse']",False,False,106,106,4,0.0048503875732421875,41,4,"['Walk(microwave)', 'Open(microwave)', 'Walk(mouse)', 'PlugIn(mouse)']",134
IsPlugged_mouse & IsSwitchedOn_microwave,"['Walk_microwave', 'PlugIn_microwave', 'SwitchOn_microwave', 'Walk_mouse', 'PlugIn_mouse']","['Walk_mouse', 'RightGrab_mouse', 'Walk_microwave', 'SwitchOn_microwave', 'PlugIn_microwave']","['Walk', 'PlugIn', 'SwitchOn']","['microwave', 'mouse']",False,False,89,89,6,0.0070650577545166016,54,5,"['Walk(microwave)', 'PlugIn(microwave)', 'SwitchOn(microwave)', 'Walk(mouse)', 'PlugIn(mouse)']",284
IsSwitchedOn_microwave & IsClean_garbagecan,"['Walk_microwave', 'PlugIn_microwave', 'SwitchOn_microwave', 'Walk_rag', 'RightGrab_rag', 'Walk_garbagecan', 'Wipe_garbagecan']","['Walk_microwave', 'SwitchOn_microwave', 'Walk_garbagecan', 'RightGrab_rag', 'Walk_fridge', 'Open_fridge', 'PlugIn_fridge', 'RightPutIn_rag_fridge']","['Walk', 'PlugIn', 'SwitchOn', 'RightGrab', 'Wipe']","['microwave', 'rag', 'garbagecan']",False,False,185,185,10,0.01083827018737793,75,7,"['Walk(microwave)', 'PlugIn(microwave)', 'SwitchOn(microwave)', 'Walk(rag)', 'RightGrab(rag)', 'Walk(garbagecan)', 'Wipe(garbagecan)']",861
IsPlugged_microwave & IsPlugged_microwave,"['Walk_microwave', 'PlugIn_microwave']","['Walk_microwave', 'RightGrab_microwave', 'PlugIn_microwave']","['Walk', 'PlugIn']",['microwave'],False,False,19,19,2,0.0011138916015625,23,2,"['Walk(microwave)', 'PlugIn(microwave)']",38
IsOn_wine_kitchencabinet & IsIn_wine_garbagecan,"['Walk_wine', 'LeftGrab_wine', 'RightGrab_wine', 'Walk_kitchencabinet', 'LeftPut_wine_kitchencabinet', 'Walk_garbagecan', 'RightPutIn_wine_garbagecan']","['Walk_wine', 'RightGrab_wine', 'Walk_kitchencabinet', 'RightPut_wine_kitchencabinet', 'Walk_garbagecan', 'RightPutIn_wine_garbagecan']","['Walk', 'LeftGrab', 'RightGrab', 'LeftPut', 'RightPutIn']","['wine', 'kitchencabinet', 'garbagecan']",False,True,79,79,11,0.005525112152099609,0,0,[],257
IsSwitchedOn_faucet & IsOpen_window & IsSwitchedOn_tv,"['Walk_faucet', 'SwitchOn_faucet', 'Walk_window', 'Open_window', 'Walk_tv', 'PlugIn_tv', 'SwitchOn_tv']","['Walk_faucet', 'SwitchOn_faucet', 'Walk_window', 'Open_window', 'Walk_tv', 'SwitchOn_tv']","['Walk', 'SwitchOn', 'Open', 'PlugIn']","['faucet', 'window', 'tv']",False,False,176,176,7,0.008375406265258789,72,7,"['Walk(tv)', 'PlugIn(tv)', 'SwitchOn(tv)', 'Walk(faucet)', 'SwitchOn(faucet)', 'Walk(window)', 'Open(window)']",611
IsIn_wine_kitchencabinet & IsClose_kitchencabinet & IsPlugged_microwave,"['Walk_wine', 'RightGrab_wine', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'RightPutIn_wine_kitchencabinet', 'Close_kitchencabinet', 'Walk_microwave', 'PlugIn_microwave']","['Walk_wine', 'RightGrab_wine', 'Walk_kitchencabinet', 'RightPutIn_wine_kitchencabinet', 'Close_kitchencabinet', 'Walk_microwave', 'PlugIn_microwave']","['Walk', 'RightGrab', 'Open', 'RightPutIn', 'Close', 'PlugIn']","['wine', 'kitchencabinet', 'microwave']",False,False,237,237,12,0.013650655746459961,100,9,"['Walk(kitchencabinet)', 'Open(kitchencabinet)', 'Walk(wine)', 'LeftGrab(wine)', 'Walk(kitchencabinet)', 'LeftPutIn(wine,kitchencabinet)', 'Close(kitchencabinet)', 'Walk(microwave)', 'PlugIn(microwave)']",935
IsOpen_fridge & IsNear_self_cutlets & IsClean_plate,"['Walk_rag', 'RightGrab_rag', 'Walk_fridge', 'Open_fridge', 'Walk_plate', 'Wipe_plate', 'Walk_cutlets']","['Walk_fridge', 'Open_fridge', 'Walk_cutlets', 'RightGrab_cutlets', 'Walk_plate', 'RightGrab_plate']","['Walk', 'RightGrab', 'Open', 'Wipe']","['rag', 'fridge', 'plate', 'cutlets']",False,False,167,167,7,0.00773310661315918,77,7,"['Walk(rag)', 'RightGrab(rag)', 'Walk(plate)', 'Wipe(plate)', 'Walk(fridge)', 'Open(fridge)', 'Walk(cutlets)']",770
IsSwitchedOn_tv & IsNear_self_cutlets & IsPlugged_microwave,"['Walk_tv', 'PlugIn_tv', 'SwitchOn_tv', 'Walk_microwave', 'PlugIn_microwave', 'Walk_cutlets']","['Walk_tv', 'RightSwitchOn_tv', 'Walk_cutlets', 'RightGrab_cutlets', 'Walk_microwave', 'RightPlugIn_microwave']","['Walk', 'PlugIn', 'SwitchOn']","['tv', 'microwave', 'cutlets']",False,False,114,114,6,0.005738496780395508,69,6,"['Walk(tv)', 'PlugIn(tv)', 'SwitchOn(tv)', 'Walk(microwave)', 'PlugIn(microwave)', 'Walk(cutlets)']",358
IsClean_tv & IsClean_window & IsPlugged_mouse,"['Walk_rag', 'RightGrab_rag', 'Walk_mouse', 'PlugIn_mouse', 'Walk_window', 'Wipe_window', 'Walk_tv', 'Wipe_tv']","['Walk_rag', 'RightGrab_rag', 'Walk_tv', 'Wipe_tv', 'Walk_window', 'Wipe_window', 'Walk_mouse', 'RightGrab_mouse', 'Walk_socket', 'PlugIn_mouse']","['Walk', 'RightGrab', 'PlugIn', 'Wipe']","['rag', 'mouse', 'window', 'tv']",False,False,197,197,8,0.00870966911315918,91,8,"['Walk(rag)', 'RightGrab(rag)', 'Walk(tv)', 'Wipe(tv)', 'Walk(window)', 'Wipe(window)', 'Walk(mouse)', 'PlugIn(mouse)']",1502
IsOn_cutlets_kitchentable & IsSwitchedOn_faucet,"['Walk_cutlets', 'LeftGrab_cutlets', 'Walk_kitchentable', 'LeftPut_cutlets_kitchentable', 'Walk_faucet', 'SwitchOn_faucet']","['Walk_cutlets', 'RightGrab_cutlets', 'Walk_kitchentable', 'RightPut_cutlets_kitchentable', 'Walk_faucet', 'SwitchOn_faucet']","['Walk', 'LeftGrab', 'LeftPut', 'SwitchOn']","['cutlets', 'kitchentable', 'faucet']",False,False,84,84,6,0.003978252410888672,64,6,"['Walk(faucet)', 'SwitchOn(faucet)', 'Walk(cutlets)', 'RightGrab(cutlets)', 'Walk(kitchentable)', 'RightPut(cutlets,kitchentable)']",235
IsOn_rag_bed & IsPlugged_fridge & IsPlugged_tv,"['Walk_rag', 'RightGrab_rag', 'Walk_fridge', 'PlugIn_fridge', 'Walk_tv', 'PlugIn_tv', 'Walk_bed', 'RightPut_rag_bed']","['Walk_rag', 'RightGrab_rag', 'Walk_bed', 'RightPut_rag_bed', 'Walk_fridge', 'SwitchOn_fridge', 'Walk_tv', 'PlugIn_tv']","['Walk', 'RightGrab', 'PlugIn', 'RightPut']","['rag', 'fridge', 'tv', 'bed']",False,False,235,235,8,0.010192632675170898,87,8,"['Walk(fridge)', 'PlugIn(fridge)', 'Walk(tv)', 'PlugIn(tv)', 'Walk(rag)', 'RightGrab(rag)', 'Walk(bed)', 'RightPut(rag,bed)']",620
IsClean_kitchentable & IsClean_plate,"['Walk_rag', 'RightGrab_rag', 'Walk_plate', 'Wipe_plate', 'Walk_kitchentable', 'Wipe_kitchentable']","['Walk_plate', 'RightGrab_plate', 'Walk_kitchentable', 'RightPut_plate_kitchentable']","['Walk', 'RightGrab', 'Wipe']","['rag', 'plate', 'kitchentable']",False,False,70,70,6,0.0031664371490478516,68,6,"['Walk(rag)', 'RightGrab(rag)', 'Walk(plate)', 'Wipe(plate)', 'Walk(kitchentable)', 'Wipe(kitchentable)']",289
IsPlugged_mouse & IsPlugged_microwave,"['Walk_microwave', 'PlugIn_microwave', 'Walk_mouse', 'PlugIn_mouse']","['Walk_mouse', 'RightGrab_mouse', 'Walk_microwave', 'PlugIn_microwave']","['Walk', 'PlugIn']","['microwave', 'mouse']",False,False,92,92,4,0.004156351089477539,46,4,"['Walk(mouse)', 'PlugIn(mouse)', 'Walk(microwave)', 'PlugIn(microwave)']",152
IsIn_cutlets_kitchencabinet & IsClose_kitchencabinet & IsOpen_window,"['Walk_cutlets', 'RightGrab_cutlets', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'RightPutIn_cutlets_kitchencabinet', 'Close_kitchencabinet', 'Walk_window', 'Open_window']","['Walk_cutlets', 'RightGrab_cutlets', 'Walk_kitchencabinet', 'RightPutIn_cutlets_kitchencabinet', 'Close_kitchencabinet', 'Walk_window', 'Open_window']","['Walk', 'RightGrab', 'Open', 'RightPutIn', 'Close']","['cutlets', 'kitchencabinet', 'window']",False,False,237,237,12,0.014339923858642578,95,9,"['Walk(kitchencabinet)', 'Open(kitchencabinet)', 'Walk(cutlets)', 'LeftGrab(cutlets)', 'Walk(kitchencabinet)', 'LeftPutIn(cutlets,kitchencabinet)', 'Close(kitchencabinet)', 'Walk(window)', 'Open(window)']",791
IsClean_microwave & IsSwitchedOn_candle & IsPlugged_mouse,"['Walk_rag', 'RightGrab_rag', 'Walk_candle', 'SwitchOn_candle', 'Walk_mouse', 'PlugIn_mouse', 'Walk_microwave', 'Wipe_microwave']","['Walk_microwave', 'RightGrab_microwave', 'Walk_candle', 'SwitchOn_candle', 'Walk_mouse', 'RightGrab_mouse', 'PlugIn_mouse']","['Walk', 'RightGrab', 'SwitchOn', 'PlugIn', 'Wipe']","['rag', 'candle', 'mouse', 'microwave']",False,False,223,223,8,0.009972572326660156,90,8,"['Walk(rag)', 'RightGrab(rag)', 'Walk(microwave)', 'Wipe(microwave)', 'Walk(candle)', 'SwitchOn(candle)', 'Walk(mouse)', 'PlugIn(mouse)']",1130
IsCut_cutlets & IsOpen_kitchencabinet,"['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_cutlets', 'LeftGrab_cutlets', 'Cut_cutlets']","['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'RightPut_cutlets_kitchencabinet']","['Walk', 'RightGrab', 'Open', 'LeftGrab', 'Cut']","['kitchenknife', 'kitchencabinet', 'cutlets']",True,True,217,217,45,0.10100674629211426,0,0,[],737
IsOpen_kitchencabinet & IsSwitchedOn_faucet,"['Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_faucet', 'SwitchOn_faucet']","['Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_faucet', 'SwitchOn_faucet']","['Walk', 'Open', 'SwitchOn']","['kitchencabinet', 'faucet']",False,False,112,112,4,0.005108833312988281,41,4,"['Walk(faucet)', 'SwitchOn(faucet)', 'Walk(kitchencabinet)', 'Open(kitchencabinet)']",299
IsOpen_window & IsCut_cutlets,"['Walk_window', 'Open_window', 'Walk_cutlets', 'LeftGrab_cutlets', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Cut_cutlets']","['Walk_rag', 'RightGrab_rag', 'Walk_window', 'Wipe_window', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_cutlets', 'LeftGrab_cutlets', 'Cut_cutlets']","['Walk', 'Open', 'LeftGrab', 'RightGrab', 'Cut']","['window', 'cutlets', 'kitchenknife']",True,True,206,206,35,0.12104415893554688,0,0,[],684
IsNear_self_fridge & IsOpen_window & IsClean_kitchencabinet,"['Walk_window', 'Open_window', 'Walk_rag', 'RightGrab_rag', 'Walk_kitchencabinet', 'Wipe_kitchencabinet', 'Walk_fridge']","['Walk_fridge', 'RightGrab_fridge', 'Walk_window', 'Open_window', 'Walk_kitchencabinet', 'RightGrab_kitchencabinet']","['Walk', 'Open', 'RightGrab', 'Wipe']","['window', 'rag', 'kitchencabinet', 'fridge']",False,False,176,176,7,0.007545948028564453,77,7,"['Walk(rag)', 'RightGrab(rag)', 'Walk(kitchencabinet)', 'Wipe(kitchencabinet)', 'Walk(window)', 'Open(window)', 'Walk(fridge)']",1085
IsPlugged_microwave & IsOpen_microwave & IsNear_self_tv,"['Walk_microwave', 'Open_microwave', 'PlugIn_microwave', 'Walk_tv']","['Walk_microwave', 'RightGrab_microwave', 'PlugIn_microwave', 'Open_microwave', 'Walk_tv']","['Walk', 'Open', 'PlugIn']","['microwave', 'tv']",False,False,117,117,5,0.005112171173095703,41,4,"['Walk(microwave)', 'Open(microwave)', 'PlugIn(microwave)', 'Walk(tv)']",176
IsSwitchedOn_faucet & IsSwitchedOn_faucet,"['Walk_faucet', 'SwitchOn_faucet']","['Walk_faucet', 'SwitchOn_faucet']","['Walk', 'SwitchOn']",['faucet'],False,False,7,7,2,0.0008018016815185547,23,2,"['Walk(faucet)', 'SwitchOn(faucet)']",29
IsClean_fridge & IsPlugged_tv,"['Walk_rag', 'RightGrab_rag', 'Walk_tv', 'PlugIn_tv', 'Walk_fridge', 'Wipe_fridge']","['Walk_fridge', 'RightGrab_fridge', 'Walk_tv', 'RightGrab_tv', 'PlugIn_tv']","['Walk', 'RightGrab', 'PlugIn', 'Wipe']","['rag', 'tv', 'fridge']",False,False,177,177,8,0.00858163833618164,67,6,"['Walk(rag)', 'RightGrab(rag)', 'Walk(fridge)', 'Wipe(fridge)', 'Walk(tv)', 'PlugIn(tv)']",703
IsIn_kitchenknife_garbagecan & IsNear_self_kitchenknife & IsSwitchedOn_candle,"['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_candle', 'SwitchOn_candle', 'Walk_garbagecan', 'RightPutIn_kitchenknife_garbagecan', 'Walk_kitchenknife']","['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_garbagecan', 'RightPutIn_kitchenknife_garbagecan', 'Walk_candle', 'SwitchOn_candle']","['Walk', 'RightGrab', 'SwitchOn', 'RightPutIn']","['kitchenknife', 'candle', 'garbagecan']",False,False,98,98,7,0.00449824333190918,83,7,"['Walk(candle)', 'SwitchOn(candle)', 'Walk(kitchenknife)', 'RightGrab(kitchenknife)', 'Walk(garbagecan)', 'RightPutIn(kitchenknife,garbagecan)', 'Walk(kitchenknife)']",293
IsSwitchedOn_candle & IsOn_cutlets_kitchencabinet,"['Walk_cutlets', 'RightGrab_cutlets', 'Walk_candle', 'SwitchOn_candle', 'Walk_kitchencabinet', 'RightPut_cutlets_kitchencabinet']","['Walk_candle', 'SwitchOn_candle', 'Walk_cutlets', 'RightGrab_cutlets', 'Walk_kitchencabinet', 'RightPut_cutlets_kitchencabinet']","['Walk', 'RightGrab', 'SwitchOn', 'RightPut']","['cutlets', 'candle', 'kitchencabinet']",False,False,82,82,6,0.003954172134399414,64,6,"['Walk(candle)', 'SwitchOn(candle)', 'Walk(cutlets)', 'RightGrab(cutlets)', 'Walk(kitchencabinet)', 'RightPut(cutlets,kitchencabinet)']",265
IsNear_self_kitchencabinet & IsCut_apple & IsSwitchedOn_candle,"['Walk_candle', 'SwitchOn_candle', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_apple', 'LeftGrab_apple', 'Cut_apple', 'Walk_kitchencabinet']","['Walk_kitchencabinet', 'RightGrab_kitchencabinet', 'Walk_apple', 'RightGrab_apple', 'Walk_candle', 'SwitchOn_candle']","['Walk', 'SwitchOn', 'RightGrab', 'LeftGrab', 'Cut']","['candle', 'kitchenknife', 'apple', 'kitchencabinet']",True,True,257,257,39,0.10043740272521973,0,0,[],845
IsOn_rag_kitchentable & IsNear_self_apple & IsOn_apple_kitchentable,"['Walk_apple', 'RightGrab_apple', 'Walk_rag', 'LeftGrab_rag', 'Walk_kitchentable', 'RightPut_apple_kitchentable', 'LeftPut_rag_kitchentable', 'Walk_apple']","['Walk_rag', 'RightGrab_rag', 'Walk_kitchentable', 'RightPut_rag_kitchentable', 'Walk_apple', 'RightGrab_apple', 'RightPut_apple_kitchentable']","['Walk', 'RightGrab', 'LeftGrab', 'RightPut', 'LeftPut']","['apple', 'rag', 'kitchentable']",False,False,126,126,9,0.005637168884277344,97,9,"['Walk(apple)', 'RightGrab(apple)', 'Walk(kitchentable)', 'RightPut(apple,kitchentable)', 'Walk(rag)', 'RightGrab(rag)', 'Walk(kitchentable)', 'RightPut(rag,kitchentable)', 'Walk(apple)']",358
IsPlugged_fridge & IsNear_self_kitchentable,"['Walk_fridge', 'PlugIn_fridge', 'Walk_kitchentable']","['Walk_fridge', 'RightGrab_fridge', 'Walk_kitchentable', 'PlugIn_fridge']","['Walk', 'PlugIn']","['fridge', 'kitchentable']",False,False,48,48,3,0.002135038375854492,38,3,"['Walk(fridge)', 'PlugIn(fridge)', 'Walk(kitchentable)']",172
IsCut_apple & IsOpen_kitchencabinet,"['Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_apple', 'LeftGrab_apple', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Cut_apple']","['Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_apple', 'RightGrab_apple', 'Cut_apple']","['Walk', 'Open', 'LeftGrab', 'RightGrab', 'Cut']","['kitchencabinet', 'apple', 'kitchenknife']",True,True,217,217,33,0.11842918395996094,0,0,[],713
IsPlugged_mouse & IsOpen_kitchencabinet,"['Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_mouse', 'PlugIn_mouse']","['Walk_mouse', 'RightGrab_mouse', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'PlugIn_mouse_kitchencabinet']","['Walk', 'Open', 'PlugIn']","['kitchencabinet', 'mouse']",False,False,104,104,4,0.004549264907836914,41,4,"['Walk(mouse)', 'PlugIn(mouse)', 'Walk(kitchencabinet)', 'Open(kitchencabinet)']",239
IsSwitchedOn_candle & IsSwitchedOn_faucet,"['Walk_faucet', 'SwitchOn_faucet', 'Walk_candle', 'SwitchOn_candle']","['Walk_candle', 'SwitchOn_candle', 'Walk_faucet', 'SwitchOn_faucet']","['Walk', 'SwitchOn']","['faucet', 'candle']",False,False,94,94,4,0.004103660583496094,46,4,"['Walk(faucet)', 'SwitchOn(faucet)', 'Walk(candle)', 'SwitchOn(candle)']",191
IsOpen_fridge & IsOpen_window,"['Walk_window', 'Open_window', 'Walk_fridge', 'Open_fridge']","['Walk_fridge', 'Open_fridge', 'Walk_window', 'Open_window']","['Walk', 'Open']","['window', 'fridge']",False,False,92,92,4,0.0044023990631103516,36,4,"['Walk(window)', 'Open(window)', 'Walk(fridge)', 'Open(fridge)']",125
IsOpen_kitchencabinet & IsOpen_kitchencabinet & IsClean_mouse,"['Walk_rag', 'RightGrab_rag', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'Walk_mouse', 'Wipe_mouse']","['Walk_mouse', 'RightGrab_mouse', 'Walk_kitchencabinet', 'Open_kitchencabinet', 'RightPut_mouse_kitchencabinet']","['Walk', 'RightGrab', 'Open', 'Wipe']","['rag', 'kitchencabinet', 'mouse']",False,False,193,193,8,0.009757757186889648,62,6,"['Walk(rag)', 'RightGrab(rag)', 'Walk(mouse)', 'Wipe(mouse)', 'Walk(kitchencabinet)', 'Open(kitchencabinet)']",874
IsPlugged_tv & IsOn_plate_bed,"['Walk_tv', 'PlugIn_tv', 'Walk_plate', 'RightGrab_plate', 'Walk_bed', 'RightPut_plate_bed']","['Walk_tv', 'RightGrab_tv', 'Walk_fridge', 'RightGrab_mouse', 'Walk_bed', 'RightPutOn_tv_bed']","['Walk', 'PlugIn', 'RightGrab', 'RightPut']","['tv', 'plate', 'bed']",False,False,84,84,6,0.0038335323333740234,64,6,"['Walk(tv)', 'PlugIn(tv)', 'Walk(plate)', 'RightGrab(plate)', 'Walk(bed)', 'RightPut(plate,bed)']",247
IsCut_cutlets & IsNear_self_mouse,"['Walk_cutlets', 'LeftGrab_cutlets', 'Walk_kitchenknife', 'RightGrab_kitchenknife', 'Walk_mouse', 'Cut_cutlets']","['Walk_cutlets', 'RightGrab_cutlets', 'Walk_mouse', 'RightGrab_mouse']","['Walk', 'LeftGrab', 'RightGrab', 'Cut']","['cutlets', 'kitchenknife', 'mouse']",False,True,22,22,5,0.002919435501098633,0,0,[],74
IsClean_fridge & IsOn_rag_kitchencabinet & IsPlugged_mouse,"['Walk_mouse', 'PlugIn_mouse', 'Walk_rag', 'LeftGrab_rag', 'Walk_fridge', 'Wipe_fridge', 'Walk_kitchencabinet', 'LeftPut_rag_kitchencabinet']","['Walk_fridge', 'Open_fridge', 'Walk_rag', 'RightGrab_rag', 'Walk_kitchencabinet', 'RightPut_rag_kitchencabinet', 'Walk_mouse', 'RightGrab_mouse', 'PlugIn_mouse']","['Walk', 'PlugIn', 'LeftGrab', 'Wipe', 'LeftPut']","['mouse', 'rag', 'fridge', 'kitchencabinet']",False,False,247,247,10,0.011165142059326172,116,10,"['Walk(mouse)', 'PlugIn(mouse)', 'Walk(rag)', 'LeftGrab(rag)', 'Walk(fridge)', 'Wipe(fridge)', 'Walk(rag)', 'RightGrab(rag)', 'Walk(kitchencabinet)', 'RightPut(rag,kitchencabinet)']",1058
